230,230,1,12,16
231,231,7,30,40
232,232,3,28,34
233,233,7,20,30
234,234,13,18,34
235,235,1,7,11
236,236,15,13,31
237,237,1,7,11
238,238,14,28,45
239,239,4,6,13
240,240,7,28,38
241,241,5,13,21
242,242,11,16,30
243,243,5,11,19
244,244,13,19,35
245,245,11,2,16
246,246,9,23,35
247,247,6,7,16
248,248,1,23,27
249,249,16,4,23
250,250,6,13,22
251,251,13,28,44
252,252,5,2,10
253,253,2,21,26
254,254,12,23,38
255,255,10,22,35
256,256,9,19,31
257,257,11,9,23
258,258,2,28,33
259,259,2,0,5
260,260,13,25,41
261,261,14,16,33
262,262,13,16,32
263,263,9,30,42
264,264,7,14,24
265,265,9,2,14
266,266,5,27,35
267,267,8,16,27
268,268,12,23,38
269,269,12,25,40
270,270,2,18,23
271,271,7,10,20
272,272,1,11,15
273,273,6,20,29
274,274,2,29,34
275,275,2,0,5
276,276,14,8,25
277,277,6,10,19
278,278,13,12,28
279,279,5,14,22
280,280,13,22,38
281,281,13,19,35
282,282,12,6,21
283,283,1,12,16
284,284,8,20,31
285,285,5,6,14
286,286,2,20,25
287,287,4,14,21
288,288,6,22,31
289,289,12,10,25
290,290,1,10,14
291,291,14,28,45
292,292,14,17,34
293,293,13,20,36
294,294,4,14,21
295,295,7,5,15
296,296,16,18,37
297,297,8,8,19
298,298,3,26,32
299,299,3,20,26
300,300,9,19,31
301,301,12,31,46
302,302,3,29,35
303,303,16,16,35
304,304,5,14,22
305,305,3,28,34
306,306,16,1,20
307,307,4,8,15
308,308,1,21,25
309,309,12,18,33
310,310,5,4,12
311,311,7,1,11
312,312,12,24,39
313,313,4,0,7
314,314,7,22,32
315,315,10,19,32
316,316,2,3,8
317,317,4,13,20
318,318,9,25,37
319,319,8,8,19
320,320,7,21,31
321,321,16,31,49
322,322,16,2,21
323,323,6,3,12
324,324,16,12,31
325,325,14,11,28
326,326,15,8,26
327,327,7,31,41
328,328,15,18,36
329,329,15,17,35
330,330,7,27,37
331,331,4,16,23
332,332,10,29,42
333,333,14,19,36
334,334,16,2,21
335,335,8,28,39
336,336,1,14,18
337,337,15,6,24
338,338,8,10,21
339,339,15,1,19
340,340,3,14,20
341,341,3,19,25
342,342,13,16,32
343,343,14,10,27
344,344,8,22,33
345,345,9,17,29
346,346,14,23,40
347,347,2,7,12
348,348,6,0,9
349,349,13,19,35
350,350,6,9,18
351,351,12,25,40
352,352,8,4,15
353,353,2,13,18
354,354,7,24,34
355,355,15,23,41
356,356,13,2,18
357,357,7,16,26
358,358,11,23,37
359,359,3,18,24
360,360,14,19,36
361,361,7,9,19
362,362,12,2,17
363,363,7,13,23
364,364,16,31,49
365,365,9,22,34
366,366,5,30,38
367,367,14,15,32
368,368,11,28,42
369,369,14,10,27
370,370,7,7,17
371,371,8,29,40
372,372,4,15,22
373,373,7,5,15
374,374,14,24,41
375,375,3,1,7
376,376,7,30,40
377,377,1,13,17
378,378,6,30,39
379,379,13,22,38
380,380,1,19,23
381,381,13,1,17
382,382,4,17,24
383,383,16,4,23
384,384,5,31,39
385,385,12,23,38
386,386,3,25,31
387,387,12,22,37
388,388,3,25,31
389,389,4,30,37
390,390,4,11,18
391,391,8,27,38
392,392,15,14,32
393,393,13,17,33
394,394,7,12,22
395,395,14,9,26
396,396,10,2,15
397,397,2,18,23
398,398,16,18,37
399,399,10,28,41
400,400,3,15,21
401,401,10,26,39
402,402,4,19,26
403,403,11,24,38
404,404,1,18,22
405,405,14,26,43
406,406,9,3,15
407,407,14,20,37
408,408,6,25,34
409,409,4,17,24
410,410,2,30,35
411,411,13,18,34
412,412,12,10,25
413,413,10,10,23
414,414,2,19,24
415,415,9,14,26
416,416,4,13,20
417,417,14,8,25
418,418,10,16,29
419,419,2,17,22
420,420,16,2,21
421,421,12,23,38
422,422,12,27,42
423,423,2,24,29
424,424,14,30,47
425,425,15,16,34
426,426,1,31,35
427,427,12,7,22
428,428,6,3,12
429,429,1,20,24
430,430,8,6,17
431,431,1,28,32
432,432,11,17,31
433,433,12,10,25
434,434,16,30,49
435,435,14,4,21
436,436,7,3,13
437,437,15,2,20
438,438,4,2,9
439,439,16,13,32
440,440,7,20,30
441,441,2,10,15
442,442,1,28,32
443,443,9,5,17
444,444,6,28,37
445,445,6,6,15
446,446,2,22,27
447,447,15,31,49
448,448,10,14,27
449,449,9,27,39
450,450,14,24,41
451,451,10,23,36
452,452,7,16,26
453,453,5,5,13
454,454,14,18,35
455,455,4,24,31
456,456,8,7,18
457,457,3,26,32
458,458,9,27,39
459,459,12,7,22
460,460,1,22,26
461,461,1,27,31
462,462,12,5,20
463,463,15,22,40
464,464,2,14,19
465,465,3,4,10
466,466,1,6,10
467,467,7,10,20
468,468,11,6,20
469,469,8,22,33
470,470,11,9,23
471,471,1,11,15
472,472,13,20,36
473,473,7,26,36
474,474,16,0,19
475,475,11,15,29
476,476,10,3,16
477,477,6,8,17
478,478,6,31,40
479,479,16,5,24
480,480,12,17,32
481,481,11,21,35
482,482,6,23,32
483,483,16,2,21
484,484,5,0,8
485,485,4,11,18
486,486,11,13,27
487,487,12,15,30
488,488,5,21,29
489,489,14,19,36
490,490,12,21,36
491,491,6,9,18
492,492,9,13,25
493,493,11,3,17
494,494,13,22,38
495,495,3,2,8
496,496,4,12,19
497,497,1,0,4
498,498,6,16,25
499,499,10,1,14
500,500,16,0,19
501,501,12,9,24
502,502,6,14,23
503,503,1,24,28
504,504,4,16,23
505,505,9,5,17
506,506,2,28,33
507,507,4,7,14
508,508,4,17,24
509,509,12,10,25
510,510,1,16,20
511,511,11,2,16
512,512,14,12,29
513,513,11,5,19
514,514,12,30,45
515,515,15,14,32
516,516,6,11,20
517,517,8,28,39
518,518,13,27,43
519,519,8,24,35
520,520,6,19,28
521,521,7,3,13
522,522,13,25,41
523,523,8,17,28
524,524,14,4,21
525,525,15,4,22
526,526,11,31,45
527,527,3,0,6
528,528,15,14,32
529,529,5,10,18
530,530,16,17,36
531,531,8,10,21
532,532,9,5,17
533,533,4,7,14
534,534,1,13,17
535,535,5,18,26
536,536,7,19,29
537,537,7,4,14
538,538,14,13,30
539,539,10,12,25
540,540,15,30,48
541,541,4,20,27
542,542,12,16,31
543,543,5,1,9
544,544,13,7,23
545,545,4,5,12
546,546,12,17,32
547,547,15,24,42
548,548,7,20,30
549,549,14,28,45
550,550,1,8,12
551,551,11,28,42
552,552,9,25,37
553,553,3,11,17
554,554,2,24,29
555,555,10,28,41
556,556,6,30,39
557,557,12,12,27
558,558,6,21,30
559,559,16,15,34
560,560,6,27,36
561,561,10,7,20
562,562,9,27,39
563,563,16,15,34
564,564,7,26,36
565,565,5,19,27
566,566,10,22,35
567,567,6,19,28
568,568,16,11,30
569,569,13,31,47
570,570,14,13,30
571,571,8,23,34
572,572,13,8,24
573,573,7,20,30
574,574,8,28,39
575,575,16,20,39
576,576,14,4,21
577,577,8,9,20
578,578,9,27,39
579,579,2,2,7
580,580,9,12,24
581,581,8,2,13
582,582,10,15,28
583,583,10,4,17
584,584,14,20,37
585,585,15,4,22
586,586,9,28,40
587,587,11,22,36
588,588,3,3,9
589,589,6,18,27
590,590,14,13,30
591,591,14,14,31
592,592,16,13,32
593,593,4,10,17
594,594,2,14,19
595,595,14,15,32
596,596,4,15,22
597,597,8,23,34
598,598,2,6,11
599,599,10,6,19
600,600,5,22,30
601,601,11,22,36
602,602,1,8,12
603,603,6,23,32
604,604,5,18,26
605,605,16,29,48
606,606,16,0,19
607,607,7,27,37
608,608,10,22,35
609,609,3,24,30
610,610,7,4,14
611,611,6,5,14
612,612,11,21,35
613,613,10,14,27
614,614,2,22,27
615,615,16,11,30
616,616,3,2,8
617,617,4,13,20
618,618,8,31,42
619,619,12,27,42
620,620,6,6,15
621,621,14,27,44
622,622,1,25,29
623,623,1,7,11
624,624,9,15,27
625,625,1,13,17
626,626,12,29,44
627,627,13,17,33
628,628,7,11,21
629,629,8,19,30
630,630,2,2,7
631,631,15,0,18
632,632,13,31,47
633,633,1,8,12
634,634,4,1,8
635,635,11,25,39
636,636,13,19,35
637,637,9,7,19
638,638,6,23,32
639,639,9,15,27
640,640,3,29,35
641,641,4,10,17
642,642,7,22,32
643,643,9,5,17
644,644,1,19,23
645,645,5,25,33
646,646,14,14,31
647,647,12,2,17
648,648,15,14,32
649,649,13,21,37
650,650,13,17,33
651,651,9,2,14
652,652,9,23,35
653,653,2,0,5
654,654,1,14,18
655,655,5,1,9
656,656,1,24,28
657,657,7,21,31
658,658,9,11,23
659,659,2,31,36
660,660,7,0,10
661,661,2,26,31
662,662,5,2,10
663,663,8,8,19
664,664,10,3,16
665,665,15,9,27
666,666,13,17,33
667,667,2,14,19
668,668,3,10,16
669,669,5,0,8
670,670,1,17,21
671,671,7,25,35
672,672,2,13,18
673,673,9,10,22
674,674,6,4,13
675,675,8,17,28
676,676,12,27,42
677,677,16,24,43
678,678,1,28,32
679,679,1,25,29
680,680,9,23,35
681,681,15,21,39
682,682,7,4,14
683,683,7,9,19
684,684,12,27,42
685,685,2,0,5
686,686,12,12,27
687,687,8,22,33
688,688,5,26,34
689,689,1,23,27
690,690,7,30,40
691,691,3,7,13
692,692,11,2,16
693,693,10,23,36
694,694,3,26,32
695,695,14,0,17
696,696,5,24,32
697,697,5,1,9
698,698,12,30,45
699,699,5,8,16
700,700,12,24,39
701,701,5,0,8
702,702,15,7,25
703,703,12,14,29
704,704,8,22,33
705,705,15,6,24
706,706,5,27,35
707,707,7,9,19
708,708,6,24,33
709,709,8,3,14
710,710,3,18,24
711,711,10,8,21
712,712,12,2,17
713,713,6,17,26
714,714,12,30,45
715,715,9,15,27
716,716,4,8,15
717,717,5,26,34
718,718,5,26,34
719,719,13,25,41
720,720,13,11,27
721,721,1,17,21
722,722,2,17,22
723,723,13,6,22
724,724,15,11,29
725,725,7,17,27
726,726,6,18,27
727,727,10,22,35
728,728,13,4,20
729,729,1,10,14
730,730,13,14,30
731,731,5,15,23
732,732,7,6,16
733,733,12,3,18
734,734,13,16,32
735,735,7,25,35
736,736,6,29,38
737,737,10,9,22
738,738,15,29,47
739,739,5,12,20
740,740,1,13,17
741,741,3,3,9
742,742,12,1,16
743,743,3,11,17
744,744,1,11,15
745,745,9,31,43
746,746,9,20,32
747,747,5,25,33
748,748,4,18,25
749,749,15,13,31
750,750,10,25,38
751,751,5,29,37
752,752,8,5,16
753,753,7,0,10
754,754,5,21,29
755,755,2,26,31
756,756,14,3,20
757,757,12,8,23
758,758,12,7,22
759,759,12,4,19
760,760,13,19,35
761,761,6,1,10
762,762,1,6,10
763,763,1,11,15
764,764,8,12,23
765,765,12,22,37
766,766,12,4,19
767,767,16,2,21
768,768,4,25,32
769,769,9,17,29
770,770,6,0,9
771,771,2,16,21
772,772,10,4,17
773,773,5,9,17
774,774,2,0,5
775,775,4,3,10
776,776,15,8,26
777,777,16,23,42
778,778,16,14,33
779,779,1,19,23
780,780,2,24,29
781,781,12,1,16
782,782,3,16,22
783,783,1,7,11
784,784,2,4,9
785,785,15,0,18
786,786,13,16,32
787,787,5,31,39
788,788,3,19,25
789,789,11,8,22
790,790,1,14,18
791,791,11,20,34
792,792,4,31,38
793,793,12,24,39
794,794,9,20,32
795,795,4,12,19
796,796,10,13,26
797,797,16,26,45
798,798,6,2,11
799,799,3,7,13
800,800,14,19,36
801,801,5,28,36
802,802,5,26,34
803,803,12,30,45
804,804,3,3,9
805,805,16,14,33
806,806,14,22,39
807,807,2,27,32
808,808,12,15,30
809,809,9,11,23
810,810,6,19,28
811,811,15,8,26
812,812,4,26,33
813,813,6,26,35
814,814,13,19,35
815,815,8,6,17
816,816,10,12,25
817,817,8,28,39
818,818,12,19,34
819,819,4,16,23
820,820,7,29,39
821,821,10,16,29
822,822,12,3,18
823,823,6,4,13
824,824,1,22,26
825,825,5,18,26
826,826,7,27,37
827,827,3,1,7
828,828,9,10,22
829,829,3,1,7
830,830,11,2,16
831,831,15,28,46
832,832,9,25,37
833,833,2,21,26
834,834,4,16,23
835,835,3,27,33
836,836,15,11,29
837,837,14,25,42
838,838,2,11,16
839,839,7,21,31
840,840,5,4,12
841,841,11,10,24
842,842,3,26,32
843,843,1,20,24
844,844,5,30,38
845,845,16,13,32
846,846,5,27,35
847,847,14,26,43
848,848,14,0,17
849,849,15,26,44
850,850,15,6,24
851,851,8,15,26
852,852,10,2,15
853,853,13,26,42
854,854,2,0,5
855,855,13,3,19
856,856,5,16,24
857,857,2,7,12
858,858,15,15,33
859,859,10,23,36
860,860,11,12,26
861,861,1,5,9
862,862,8,11,22
863,863,10,12,25
864,864,4,14,21
865,865,2,6,11
866,866,1,16,20
867,867,10,22,35
868,868,1,27,31
869,869,6,14,23
870,870,6,2,11
871,871,1,9,13
872,872,6,17,26
873,873,2,1,6
874,874,4,8,15
875,875,2,8,13
876,876,6,18,27
877,877,7,5,15
878,878,10,31,44
879,879,5,21,29
880,880,10,20,33
881,881,13,24,40
882,882,7,13,23
883,883,8,29,40
884,884,10,5,18
885,885,1,18,22
886,886,9,27,39
887,887,8,6,17
888,888,5,7,15
889,889,4,17,24
890,890,2,13,18
891,891,8,22,33
892,892,13,13,29
893,893,4,20,27
894,894,5,22,30
895,895,10,8,21
896,896,4,10,17
897,897,16,25,44
898,898,12,18,33
899,899,12,31,46
900,900,16,1,20
901,901,4,7,14
902,902,5,31,39
903,903,10,29,42
904,904,11,3,17
905,905,12,18,33
906,906,1,17,21
907,907,14,21,38
908,908,7,1,11
909,909,7,10,20
910,910,14,28,45
911,911,12,21,36
912,912,11,19,33
913,913,12,15,30
914,914,11,9,23
915,915,2,14,19
916,916,4,3,10
917,917,14,14,31
918,918,1,14,18
919,919,7,16,26
920,920,5,30,38
921,921,4,1,8
922,922,7,11,21
923,923,7,23,33
924,924,11,11,25
925,925,4,22,29
926,926,15,21,39
927,927,11,30,44
928,928,3,28,34
929,929,8,31,42
930,930,9,3,15
931,931,5,1,9
932,932,14,16,33
933,933,2,16,21
934,934,2,10,15
935,935,13,15,31
936,936,3,19,25
937,937,10,9,22
938,938,9,5,17
939,939,16,22,41
940,940,8,4,15
941,941,1,19,23
942,942,1,28,32
943,943,4,24,31
944,944,9,4,16
945,945,11,27,41
946,946,9,5,17
947,947,8,19,30
948,948,5,10,18
949,949,14,20,37
950,950,3,0,6
951,951,6,25,34
952,952,16,7,26
953,953,14,22,39
954,954,12,1,16
955,955,7,18,28
956,956,3,7,13
957,957,4,5,12
958,958,11,4,18
959,959,6,21,30
960,960,12,25,40
961,961,14,28,45
962,962,2,21,26
963,963,3,16,22
964,964,6,26,35
965,965,10,15,28
966,966,11,9,23
967,967,6,9,18
968,968,2,18,23
969,969,5,30,38
970,970,5,1,9
971,971,9,13,25
972,972,6,12,21
973,973,9,29,41
974,974,12,18,33
975,975,10,30,43
976,976,16,31,49
977,977,9,12,24
978,978,11,15,29
979,979,14,28,45
980,980,14,28,45
981,981,3,31,37
982,982,4,2,9
983,983,14,5,22
984,984,1,25,29
985,985,2,7,12
986,986,10,1,14
987,987,6,27,36
988,988,1,7,11
989,989,11,11,25
990,990,14,31,48
991,991,13,19,35
992,992,7,16,26
993,993,14,29,46
994,994,3,23,29
995,995,3,19,25
996,996,11,24,38
997,997,6,22,31
998,998,13,23,39
999,999,14,16,33
